Elapsed Time,Distance,Moving Time,Distance,Max Speed,Elevation Gain,Elevation Low,Elevation High,Max Grade,Average Grade
15977,6.99,5409,6998,,561.9909668,1233.099976,1577.5,,-0.131466135
10501,20.99,9913,20992,,917.0162354,805.7999878,1555.800049,,-0.024294969
2798,6.92,2733,6928,,85.40000153,,,,
4198,10.21,4198,10210,,412.9675598,1107.599976,1260.599976,,-0.00489716
4284,12.49,4204,12490,,86,,,,
8840,13.42,7339,13426,,538,,,,
16403,22.65,12929,22649,,713,,,,
3499,9.61,3455,9611,,87,,,,
1695,4.36,1691,4360,,33,,,,
1364,3.77,1360,3771,,52.40000153,,,,
3175,8.25,3171,8249,,275,,,,
3693,9.77,3495,9770,,82.59999847,,,,
22155,13.82,7337,13824,,457.824585,1703.300049,2367.699951,,-1.656539321
20574,13.19,9582,13197,,391.6029358,1931.5,2231.199951,,0.014397211
9537,6.83,5149,6835,,231.209137,1703.199951,1934.900024,,3.33869791
2069,5.21,2064,5210,,167.4371033,1107.599976,1260.599976,,0.001919386
2777,7.55,2594,7557,,80,,,,
1606,4.58,1592,4582.5,,40.72449875,,,,
4421,12.31,4398,12311.09961,,38.40505981,,,,
1158,3.23,1152,3230,,22,,,,
1965,5.31,1934,5315,,56.21603775,1099.900024,1140.300049,,0.639698982
6469,4.45,3319,4451,,473.9964294,1863.300049,2320.800049,,0.015726803
5169,12.92,4583,12920,,53.82637405,,,,
3163,8.33,3081,8338,,184.1822968,1107.599976,1260.599976,,0.343007922
3815,1.61,1089,1617,,151.3999939,,,,
1672,4.95,1672,4949,,40,,,,
8727,6.21,4486,6218,,284.6683044,800.7999878,1004.299988,,0.011257639
24817,15.11,15204,15118.09961,,2329.401855,,,,-0.003968752
4589,9.63,4548,9634.5,,250.0715332,,,,
4987,11.59,4566,11596,,197,,,,
10046,8.37,6390,8371,,397.2258606,1506.599976,1841.800049,,3.733126163
32628,19.26,14039,19267,,1237.55896,1534,2381.399902,,-1.554990411
1508,4.39,1497,4398,,57,,,,
1501,4.33,1492,4334,,27,,,,
3246,8.1,2964,8100,,238.5977783,1107.599976,1260.599976,,-0.004938272
1912,5.33,1907,5334,,56,,,,
1307,3.7,1298,3707,,50,,,,
1556,4.35,1496,4350,,34.59999847,,,,
26595,49.08,21404,49087,,1326.02417,250.6000061,485.7999878,,0.396031529
2198,5.63,2162,5633,,26.43975449,1123.199951,1136.900024,,-0.001775253
3635,9.32,3333,9323,,59.29294205,1098.5,1122.599976,,-0.002145232
2239,6.1,2239,6099,,33,,,,
8100,8.92,4530,8919,,786.5205078,1933.699951,2620.800049,,-0.001121202
17082,10.89,6490,10892,,1051,,,,
4801,9.95,4505,9950,,180.6986694,3147.800049,3253,,0.011055277
11493,9.36,7668,9363,,848.5668335,1727.800049,2573,,-0.004272135
9225,18.53,7706,18538,,459.0018616,1109,1491.599976,,0.001078865
1512,4.33,1512,4329.700195,,10.78999996,,,,
5931,16.91,5805,16918.5,,136,,,,
25200,12.87,25200,12874.75195,,,,,,
1544,4.32,1541,4325,,31,,,,
1306,3.69,1306,3691,,61,,,,
2874,7.76,2730,7763,,94,,,,
4929,5.26,3607,5266.5,,184.3543243,1125.300049,1307.699951,,0.015190355
14351,13.42,7594,13424,,520.5725098,203.8000031,506.6000061,,-0.003724672
4239,9.32,3931,9326,,343.1977844,513.0999756,736.7999878,,0.024662234
16450,21.43,10315,21429,,702.4161377,1129.599976,1514.099976,,-0.016333006
5194,12.75,4847,12752,,158.2662201,977.5,1066.099976,,0.000784191
21220,13.76,9445,13760,,1139.828125,1618.599976,2746,,0.01380814
4334,11.61,4192,11612,,52.13415909,1105.800049,1137.400024,,-0.000861178
4590,11.66,4325,11659,,61,,,,
1851,4.87,1734,4873,,63.57683182,1093.900024,1133.400024,,-0.002052124
3546,7.7,2804,7701,,39.55812836,1122.300049,1137.400024,,-0.001298533
18945,15.9,10963,15904,,731.0269165,943.4000244,1328.800049,,0.020120725
3114,9.17,3039,9176,,76.37611389,1071.400024,1123.099976,,-0.002179599
4064,11.64,4011,11643,,56.83866882,1056.400024,1096.300049,,0
12344,7.64,6467,7643,,799.6362915,1936.599976,2371,,0.094203845
6153,16.27,6021,16271,,205.6275787,1196.800049,1320.699951,,0.003687542
5754,12.15,5210,12154,,400,,,,
2110,5.63,2058,5635,,65,,,,
4019,9.89,3633,9896,,54,,,,
5106,9.66,3769,9659,,160.3999939,,,,
3906,11.33,3657,11333,,89,,,,
10458,11.21,7485,11213,9.399999619,650,1523,2172,45.5,0
3833,10.46,3537,10464,,113,,,,
1610,4.32,1589,4323,,49,,,,
21384,17.94,12871,17943,,1149.971436,1615.800049,2723.699951,,0.002786602
2593,6.72,2313,6722,,89,,,,
5927,14.92,5495,14922,,71,,,,
3512,9.2,3240,9199.5,,40,,,,
4031,11.41,3830,11415,,56,,,,
1952,5.19,1893,5191,,71,,,,
4018,10.7,3822,10707,,106,,,,
5132,12.94,4834,12939,,82.59999847,,,,
4960,9.16,4412,9162,,245.1304016,1417.099976,1619.900024,,0
3319,8.51,3272,8516,,116,,,,
1554,4.27,1539,4274,,49,,,,
3064,8.04,2966,8045,,33,,,,
3961,9.84,3933,9843,,334,,,,
8043,12.98,5539,12988,,258.9936218,1086.099976,1206.400024,,0.003849707
3998,10,3867,10003,,117.1374435,980,1078,,-0.109967008
2702,6.58,2664,6587,,198.2280426,1107.599976,1259.699951,,-0.001518142
8654,18.75,7827,18753.5,,496.6000061,,,,0.010664676
9253,20.73,8278,20731,,133.2725677,1049.5,1092.900024,,0
2800,4.27,2518,4271,,164,,,,
3106,4.37,2957,4374.5,,151.8496704,,,,
5278,12.46,5065,12460,,228,,,,
2781,4.36,2748,4362.899902,3.299999952,151.8720398,1107.599976,1259.699951,25,0
7582,15.04,5096,15047,6.300000191,701.0310669,1237.699951,1498.699951,49.5,0.148866877
10596,7.83,4650,7838,4.400000095,284.7427673,1474.699951,1764.400024,49.5,-0.040826742
24958,18.28,15759,18283,4.800000191,1305.381836,1478.400024,2762.199951,49.5,0.008751299
30521,21.21,30519,21211,3.099999905,822,1477,2129,47.59999847,-0.00942907
